id;product_name;price_ves;stock;discount;pharmacy_profit;discount_2;package;package_discount;barcode;type;product_code;lot;due_date;regulated;cold_chain;discount_3;discount_4;original;unknown;unknown;unknown
13668;ADHESIVO TRAN 5X9 1M X6U;674.15; 15;0.00; 0.00;0.00; 0; 0.00;27597297000341; C;100567;202306;2034-01;N;NO;4.00; 0.00;12;1;2024-04-02;0
11908;ADRENALINA BIO X100A.1ML.; 1129.44;10;0.00; 0.00;0.00; 0; 0.00;7591096001499;M;100687;22115100;2024-11;N;NO;4.00; 0.00;25;1;2024-03-09;0
NZ013;ADULTOS MAYORES MANTE.400GR; 913.21; 33;0.00; 0.00;0.00; 0; 0.00;7591285000746;A;GD;4239;2027-02;N;NO;4.00; 0.00;12;1;2024-04-02;0
18156;AEROCHAMBER ADULTO BIO;713.32; 14;0.00; 0.00;0.00; 0; 0.00;6920210513029;C;100903;230609;2028-05;N;NO;4.00; 0.00;50;1;2024-03-22;0
CO004;AEROFLAT 125MG. X30CA.BLA; 227.71; 233; 0.00; 0.00;5.00; 0; 0.00;7591818210321;M;CO;30308; 2026-06;N;NO;4.00; 0.00;36;1;2024-04-03;0
CO006;AEROFLAT GOTAS 80MG.20ML.; 296.70; 318; 0.00; 0.00;5.00; 0; 0.00;7591818210406;M;CO;30499; 2025-11;N;NO;4.00; 0.00;36;1;2024-03-11;0
14183;AFEIT MUJ.APEX VELVET4HX2; 51.78;97;0.00; 0.00;0.00; 0; 0.00;7595751002616;C;100672;10X; 2034-01;N;NO;4.00; 0.00;96;1;2024-04-05;0
15518;AFLAMAX 50MG. 25B. X5TA; 417.94; 57;0.00; 0.00;0.00; 0; 0.00;7591196006189;M;LO;I013564; 2025-01;N;NO;4.00; 0.00;40;1;2024-03-11;0
11795;AFLAMAX 50MG. X10TA; 79.01;4639;0.00; 0.00;45.00;0; 0.00;7591196007186;M;LO;I014166; 2026-01;N;NO;4.00; 0.00;78;1;2024-03-21;0
LO539;AFLAMAX 50MG. X20TA; 147.67; 24436; 0.00; 0.00;40.00;0; 0.00;7591196004451;M;LO;123200;2026-01;N;NO;4.00; 0.00;40;1;2024-03-21;0
KL146;AFOKLIN 10MG. GOTAS 15ML.; 217.10; 442; 0.00; 0.00;0.00; 0; 0.00;7591619163031;M;KN;0205;2025-10;N;NO;4.00; 0.00;24;1;2024-04-04;0
KL136;AFOKLIN 10MG. X20CO; 72.80;529; 0.00; 0.00;0.00; 0; 0.00;7591619163024;M;KN;0189;2024-10;N;NO;4.00; 0.00;24;1;2024-03-09;0
KL142;AFOKLIN 5MG. X20CO;41.60;895; 0.00; 0.00;0.00; 0; 0.00;7591619163017;M;KN;0237;2028-03;N;NO;4.00; 0.00;24;1;2024-03-09;0
15618;AFTEROL 0,75MG. X2TA;112.97; 998; 0.00; 0.00;10.00;0; 0.00;7594001564157;M;BW;23HT069; 2026-02;N;NO;4.00; 0.00;1408;1;2024-03-11;0
XS011;AGUA DE ROSAS XS SPLAH120; 91.77;17;0.00; 0.00;0.00; 0; 0.00;7594001450283;N;XS;19062368;2025-06;N;NO;4.00; 0.00;35;1;1900-01-01;0
FS490;AGUA DESTILADA FSI 960CC.; 166.40; 22;0.00; 0.00;0.00; 0; 0.00;7592368003135;N;FS;0324044; 2025-03;N;NO;4.00; 0.00;12;1;2024-03-21;0
FS500;AGUA DESTILADA VITAL 3.7L; 473.20; 6; 0.00; 0.00;0.00; 0; 0.00;7592368003302;N;FS;0324044; 2025-03;N;NO;4.00; 0.00;4; 1;2024-04-05;0
16892;AGUA EST. DILUIR BC500ML.; 78.00;181; 0.00; 0.00;0.00; 0; 0.00;7597767000921;M;100707;21101005;2024-10;N;NO;4.00; 0.00;24;1;1900-01-01;0
12857;AGUA MICELAR 250ML;158.93; 11;0.00; 0.00;0.00; 0; 0.00;7596211001156;C;100706;0140523; 2026-06;N;NO;4.00; 0.00;12;1;2024-03-09;0
10692;AGUA OX ALNA 3% 100CC; 14.63;2304;0.00; 0.00;0.00; 0; 0.00;7593255000091;C;100591;1703241; 2026-03;N;NO;4.00; 0.00;72;72; 1900-01-01;0
10693;AGUA OX ALNA 3% 240CC; 25.35;4031;0.00; 0.00;0.00; 0; 0.00;7593255000107;C;100591;1402244; 2026-02;N;NO;4.00; 0.00;36;36; 2023-12-28;0
10694;AGUA OX ALNA 3% 500CC; 38.51;1631;0.00; 0.00;0.00; 0; 0.00;7593255000114;C;100591;1102249; 2026-02;N;NO;4.00; 0.00;24;24; 2024-03-14;0
10695;AGUA OX ALNA 3% 950CC; 72.79;50;0.00; 0.00;0.00; 0; 0.00;7593255000121;C;100591;7512237; 2025-12;N;NO;4.00; 0.00;12;12; 2024-03-26;0
AL220;AGUA OXIG. ALVA 120ML.;26.79;862; 0.00; 0.00;0.00; 0; 0.00;7591487000063;M;AE;0126;2026-12;N;NO;4.00; 0.00;72;72; 2024-03-09;0
AL250;AGUA OXIG. ALVA 1L.; 155.88; 108; 0.00; 0.00;0.00; 0; 0.00;7591487000094;M;AE;L113;2026-11;N;NO;4.00; 0.00;12;12; 2024-03-09;0
AL230;AGUA OXIG. ALVA 240ML.;45.46;687; 0.00; 0.00;0.00; 0; 0.00;7591487000070;M;AE;C118;2026-11;N;NO;4.00; 0.00;36;36; 2024-03-09;0
AL240;AGUA OXIG. ALVA 500ML.;87.69;71;0.00; 0.00;0.00; 0; 0.00;7591487000087;M;AE;M117;2026-12;N;NO;4.00; 0.00;24;24; 2024-03-09;0
GU230;AGUA OXIG. EL GUARDIAN 1000; 85.70;24;0.00; 0.00;0.00; 0; 0.00;7591956110248;C;GU;10005; 2027-02;N;NO;4.00; 0.00;12;12; 2024-03-15;0
GU210;AGUA OXIG. EL GUARDIAN 240;30.24;213; 0.00; 0.00;0.00; 0; 0.00;7591956110224;C;GU;05007; 2027-02;N;NO;4.00; 0.00;36;36; 2024-03-15;0
GU220;AGUA OXIG. EL GUARDIAN 500;48.02;193; 0.00; 0.00;0.00; 0; 0.00;7591956110231;C;GU;08007; 2027-02;N;NO;4.00; 0.00;24;24; 2024-03-15;0
GU200;AGUA OXIG. GUARDIAN 120ML; 20.74;574; 0.00; 0.00;0.00; 0; 0.00;7591956110217;C;GU;03009; 2027-03;N;NO;4.00; 0.00;72;72; 2024-03-15;0
17003;AGUJA ESPINAL 25G.PM X50;1783.21;13;0.00; 0.00;0.00; 0; 0.00;7597467000771;C;100893;20210310;2033-01;N;NO;4.00; 0.00;12;1;2024-03-09;0
17004;AGUJA ESPINAL 26G.PM X50;1783.21;3; 0.00; 0.00;0.00; 0; 0.00;7597467000788;C;100893;20210310;2026-03;N;NO;4.00; 0.00;4; 1;2024-03-09;0
17005;AGUJA ESPINAL 27G.PM X50;1783.21;2; 0.00; 0.00;0.00; 0; 0.00;7597467000795;C;100893;20210310;2026-03;N;NO;4.00; 0.00;1; 1;2024-03-09;0
18926;AIDEX TRANSMISOR GLUCOSA;4264.00;48;0.00; 0.00;0.00; 0; 0.00;6958590304357;C;100637;PA23F133HP;2033-01;N;NO;4.00; 0.00;50;1;2024-03-19;0
18274;AIRALAM 20MG/120MG. X24CO; 629.85; 51;0.00; 0.00;0.00; 0; 0.00;5351937;M;XN;20906; 2025-07;N;NO;4.00; 0.00;50;1;2024-04-01;0
17835;AIREX 0,05% SOL.NAS 15ML.; 95.16;483; 0.00; 0.00;5.00; 0; 0.00;7703763169405;M;100653;3307906; 2026-03;N;NO;4.00; 0.00;154; 1;2024-03-09;0
CO130;AIRFEN GOTAS NAS.AD.15ML;157.17; 217; 0.00; 0.00;5.00; 0; 0.00;7591818111017;M;CO;30245; 2026-09;N;NO;4.00; 0.00;44;1;2024-04-04;0
CO135;AIRFEN GOTAS NAS.PED.15ML; 157.17; 117; 0.00; 0.00;5.00; 0; 0.00;7591818111024;M;CO;30250; 2026-09;N;NO;4.00; 0.00;44;1;2024-04-04;0
LO124;AIRON 10MG. X10TA; 106.59; 4985;0.00; 0.00;0.00; 0; 0.00;7591196002563;M;LO;I013720; 2025-02;N;NO;4.00; 0.00;20;1;2024-03-21;0
LO179;AIRON 10MG. X30TA; 245.47; 3520;0.00; 0.00;15.00;0; 0.00;7591196002808;M;LO;I113203; 2025-11;N;NO;4.00; 0.00;20;1;2024-03-11;0
LO239;AIRON 4MG. X10TAB.MAST.; 56.67;1750;0.00; 0.00;0.00; 0; 0.00;7591196002952;M;LO;I053543; 2025-06;N;NO;4.00; 0.00;20;1;2024-04-05;0
LO104;AIRON 5MG. X10TAB.MAST.; 80.00;1404;0.00; 0.00;0.00; 0; 0.00;7591196002549;M;LO;I073412; 2025-07;N;NO;4.00; 0.00;20;1;2024-03-19;0
LO184;AIRON 5MG. X30TA.MAST.;190.39; 2412;0.00; 0.00;0.00; 0; 0.00;7591196002792;M;LO;I113536; 2025-12;N;NO;4.00; 0.00;20;1;2024-03-19;0
LO244;AIRON TAB.MAST. 4MG. X30;150.10; 1266;0.00; 0.00;0.00; 0; 0.00;7591196002945;M;LO;I113534; 2025-12;N;NO;4.00; 0.00;20;1;2024-03-19;0
17382;AJAX AB LIQ.MULTIUSO 1L.;142.16; 5; 0.00; 0.00;0.00; 0; 0.00;7591083018615;C;MN;3340VE1021;2025-12;N;NO;4.00; 0.00;12;1;2024-04-05;0
ZW001;AJO 570MG. NP X60CA; 286.00; 10;0.00; 0.00;15.00;0; 0.00;7592430000154;N;ZW;02280823;2025-08;N;NO;4.00; 0.00;24;1;2024-03-22;0
10883;AJO AI400MG. X90CA;225.65; 79;0.00; 0.00;0.00; 0; 0.00;7592946168300;N;AQ;01228300;2024-10;N;NO;4.00; 0.00;48;1;2024-03-19;0
15788;AKNFREE GEL HID.FAC. PG50; 94.03;6; 0.00; 0.00;0.00; 0; 0.00;7592512003783;C;100927;231062;2026-10;N;NO;4.00; 0.00;12;1;2024-03-09;0
15790;AKNFREE GEL LIMP.PG 120ML; 121.28; 11;0.00; 0.00;0.00; 0; 0.00;7592512003790;C;100927;231194;2026-12;N;NO;4.00; 0.00;12;1;2024-03-09;0
15791;AKNFREE TONICO FAC. PG120; 120.39; 7; 0.00; 0.00;0.00; 0; 0.00;7592512003776;C;100927;231195;2026-12;N;NO;4.00; 0.00;12;1;2024-03-22;0
MY019;ALANTAMIDA CREMA 20GR.;190.27; 299; 0.00; 0.00;0.00; 0; 0.00;7592601100645;M;AP;306603;2026-10;N;NO;4.00; 0.00;378; 1;2024-03-13;0
MK635;ALBENDAZOL +MK200T.FRU.X2; 39.70;3059;0.00; 0.00;0.00; 0; 0.00;7591519007022;M;MK;34921; 2026-01;N;NO;4.00; 0.00;120; 1;2024-03-20;0
GQ035;ALBENDAZOL LS200MG. X2TA;49.96;163; 0.00; 0.00;5.00; 0; 0.00;7592454003261;M;100653;3505631; 2026-11;N;NO;4.00; 0.00;48;1;2024-03-09;0
GQ920;ALBENDAZOL LS400MG. 20ML.; 101.86; 1477;0.00; 0.00;5.00; 0; 0.00;7592454120364;M;100653;3505867; 2026-02;N;NO;4.00; 0.00;32;1;1900-01-01;0
16092;ALBENDAZOL PORT100 SO20ML; 93.73;69;0.00; 0.00;0.00; 0; 0.00;7750215796634;M;100776;2112883; 2026-11;N;NO;4.00; 0.00;100; 1;2024-03-13;0
12827;ALBENDAZOL PX 200MG X2TA;28.60;1442;0.00; 0.00;0.00; 0; 0.00;7594001100263;M;RZ;7424;2025-08;N;NO;4.00; 0.00;48;1;2024-03-22;0
12711;ALBENDAZOL PX200MG. X6TA;66.30;2278;0.00; 0.00;10.00;0; 0.00;7594001100256;M;RZ;7423;2025-08;N;NO;4.00; 0.00;48;1;1900-01-01;0
LM140;ALBEPIR CH. A.CASPA 140CC; 196.30; 106; 0.00; 0.00;0.00; 0; 0.00;7592025101204;C;LM;230685;2027-06;N;NO;4.00; 0.00;36;1;2024-03-26;0
EL685;ALBICAR 200MG X2TA;35.43;570; 0.00; 0.00;0.00; 0; 0.00;7591062010036;M;EL;24009A;2027-01;N;NO;4.00; 0.00;48;1;1900-01-01;0
EL010;ALBICAR 200MG. X6TA; 88.67;756; 0.00; 0.00;0.00; 0; 0.00;7591062010173;M;EL;24009B;2027-01;N;NO;4.00; 0.00;48;1;2024-03-09;0
EL002;ALBICAR 400MG. SUSP.10ML.; 90.92;721; 0.00; 0.00;0.00; 0; 0.00;7591062010029;M;EL;23154A;2025-10;N;NO;4.00; 0.00;70;1;2024-03-19;0
VP529;ALBISEC CAPS. X12; 278.85; 543; 0.00; 0.00;0.00; 0; 0.00;7703153037512;M;VP;1496968; 2026-11;N;NO;4.00; 0.00;40;1;2024-04-04;0
15838;ALBISEC ONE X6TA;405.60; 205; 0.00; 0.00;0.00; 0; 0.00;7703153028695;M;VP;1455523; 2025-02;N;NO;4.00; 0.00;34;1;2024-03-26;0
16820;ALBUSYN 20% SPI 50ML. X1;3464.50;10;0.00; 0.00;0.00; 0; 0.00;8908010762593;M;100637;23ALB2004; 2025-09;N;NO;4.00; 0.00;10;1;2024-03-12;0
AN110;ALCACHOFA AI 300MG. X90CA; 203.39; 34;0.00; 0.00;0.00; 0; 0.00;7592946005711;N;AQ;02235711;2026-10;N;NO;4.00; 0.00;48;1;2024-04-03;0
OJ005;ALCACHOFA+CENTELLA HP60CA; 259.34; 13;0.00; 0.00;10.00;0; 0.00;7592710000355;N;OJ;0023011; 2026-11;N;NO;4.00; 0.00;24;1;2024-04-02;0
15300;ALCOHOL ABS.RECE SPRAY120; 96.84;19;0.00; 0.00;0.00; 0; 0.00;7594001455448;N;XS;07122331;2028-09;N;NO;4.00; 0.00;35;1;1900-01-01;0
15301;ALCOHOL ABS.RECE SPRAY240; 146.02; 51;0.00; 0.00;0.00; 0; 0.00;7594001455455;N;XS;15022456;2028-10;N;NO;4.00; 0.00;24;24; 2024-04-02;0
XS023;ALCOHOL ABS.RECETTE 120ML; 76.05;72;0.00; 0.00;0.00; 0; 0.00;7594001450337;N;XS;05022432;2028-10;N;NO;4.00; 0.00;48;24; 2024-03-20;0
XS022;ALCOHOL ABS.RECETTE 60ML;45.63;336; 0.00; 0.00;0.00; 0; 0.00;7594001450320;N;XS;29012420;2028-09;N;NO;4.00; 0.00;48;48; 2024-03-09;0
10696;ALCOHOL ABSO ALNA96%100CC; 24.74;3816;0.00; 0.00;0.00; 0; 0.00;7593255000305;C;100591;030124;2027-01;N;NO;4.00; 0.00;72;72; 2023-12-27;0
10697;ALCOHOL ABSO ALNA96%120CC; 29.85;1151;0.00; 0.00;0.00; 0; 0.00;7593255000312;C;100591;160324;2027-03;N;NO;4.00; 0.00;72;72; 1900-01-01;0
10698;ALCOHOL ABSO ALNA96%240CC; 52.26;2484;0.00; 0.00;0.00; 0; 0.00;7593255000329;C;100591;160324;2027-03;N;NO;4.00; 0.00;36;36; 2024-03-09;0
10699;ALCOHOL ABSO ALNA96%500CC; 95.67;890; 0.00; 0.00;0.00; 0; 0.00;7593255000336;C;100591;160324;2027-03;N;NO;4.00; 0.00;24;24; 2024-03-26;0
10700;ALCOHOL ABSO ALNA96%950CC; 180.64; 82;0.00; 0.00;0.00; 0; 0.00;7593255000343;C;100591;100224;2027-02;N;NO;4.00; 0.00;12;12; 2024-03-26;0
15938;ALCOHOL ABSO BF 1L.; 297.58; 11;0.00; 0.00;0.00; 0; 0.00;7591616000278;N;100566;220604;2025-09;N;NO;4.00; 0.00;12;12; 2024-03-09;0
15937;ALCOHOL ABSO BF 500ML.;210.00; 43;0.00; 0.00;0.00; 0; 0.00;7591616000308;N;100566;231005;2026-12;N;NO;4.00; 0.00;12;1;1900-01-01;0
11048;ALCOHOL ABSO FG 500ML.;150.27; 7; 0.00; 0.00;0.00; 0; 0.00;0011344403228;C;100603;2748;2025-09;N;NO;4.00; 0.00;12;12; 2024-03-09;0
FS310;ALCOHOL ABSO FSI 120CC.; 71.24;72;0.00; 0.00;0.00; 0; 0.00;7592368000295;C;FS;0324099; 2025-11;N;NO;4.00; 0.00;36;36; 2024-04-05;0
DT490;ALCOHOL ABSOLUTO DT 120CC; 89.64;47;0.00; 0.00;0.00; 0; 0.00;7591616000261;C;100566;240701;2027-01;N;NO;4.00; 0.00;12;12; 1900-01-01;0
10686;ALCOHOL ALNA 70% 100CC;20.84;4177;0.00; 0.00;0.00; 0; 0.00;7593255000244;C;100591;1502242; 2027-03;N;NO;4.00; 0.00;72;72; 2024-03-13;0
10687;ALCOHOL ALNA 70% 120CC;24.12;3543;0.00; 0.00;0.00; 0; 0.00;7593255000299;C;100591;1503245; 2027-03;N;NO;4.00; 0.00;72;72; 2024-03-22;0
10688;ALCOHOL ALNA 70% 240CC;42.16;3248;0.00; 0.00;0.00; 0; 0.00;7593255000251;C;100591;1503243; 2027-03;N;NO;4.00; 0.00;36;36; 1900-01-01;0
10691;ALCOHOL ALNA 70% 3.785L; 546.00; 11;0.00; 0.00;0.00; 0; 0.00;7593255000282;C;100591;0501243; 2027-01;N;NO;4.00; 0.00;4; 1;2024-03-26;0
10689;ALCOHOL ALNA 70% 500CC;73.28;1175;0.00; 0.00;0.00; 0; 0.00;7593255000268;C;100591;1503247; 2027-03;N;NO;4.00; 0.00;24;24; 2024-03-13;0
10690;ALCOHOL ALNA 70% 950CC;143.75; 768; 0.00; 0.00;0.00; 0; 0.00;7593255000275;C;100591;1503246; 2027-03;N;NO;4.00; 0.00;12;12; 2024-03-26;0
11858;ALCOHOL ALNA70% ATOMIZ500; 79.34;531; 0.00; 0.00;0.00; 0; 0.00;7593255001494;M;100591;1202243; 2027-02;N;NO;4.00; 0.00;24;1;2024-03-26;0
16327;ALCOHOL ANT. BF 70% 120ML; 74.27;94;0.00; 0.00;0.00; 0; 0.00;7591616002111;M;100566;246401;2027-03;N;NO;4.00; 0.00;12;1;1900-01-01;0
16330;ALCOHOL ANT.BF 70% 1000ML; 202.32; 9; 0.00; 0.00;0.00; 0; 0.00;7591616001992;M;100566;224604;2025-10;N;NO;4.00; 0.00;12;1;2024-03-09;0
17851;ALCOHOL ETIL.70% ALVA 240; 66.57;397; 0.00; 0.00;0.00; 0; 0.00;7591487000162;M;AE;C119;2034-02;N;NO;4.00; 0.00;36;36; 2024-03-09;0
16852;ALCOHOL ETIL.70% ALVA 500; 133.95; 288; 0.00; 0.00;0.00; 0; 0.00;7591487000179;M;AE;M119;2034-02;N;NO;4.00; 0.00;24;24; 2024-03-09;0
GU140;ALCOHOL GUARDIAN 1000CC.;141.86; 274; 0.00; 0.00;0.00; 0; 0.00;7592044000113;C;GU;10012; 2031-02;N;NO;4.00; 0.00;12;12; 2024-03-15;0
GU100;ALCOHOL GUARDIAN 120CC.; 26.18;2232;0.00; 0.00;0.00; 0; 0.00;7592044000083;C;GU;03014; 2031-03;N;NO;4.00; 0.00;72;72; 2024-03-15;0
GU120;ALCOHOL GUARDIAN 240CC.; 42.71;1440;0.00; 0.00;0.00; 0; 0.00;7592044000090;C;GU;05013; 2031-02;N;NO;4.00; 0.00;36;36; 2024-03-15;0
GU130;ALCOHOL GUARDIAN 500CC.; 75.08;1055;0.00; 0.00;0.00; 0; 0.00;7592044000106;C;GU;08012; 2031-02;N;NO;4.00; 0.00;24;24; 2024-03-15;0
10270;ALCOHOL ISOP.70% ALVA 120; 36.53;575; 0.00; 0.00;0.00; 0; 0.00;7591487000018;M;AE;O108;2033-11;N;NO;4.00; 0.00;72;72; 2024-03-09;0
10269;ALCOHOL ISOP.70% ALVA 1L.; 248.43; 122; 0.00; 0.00;0.00; 0; 0.00;7591487000049;M;AE;L107;2033-12;N;NO;4.00; 0.00;12;12; 2024-03-09;0
10271;ALCOHOL ISOP.70% ALVA 240; 66.57;756; 0.00; 0.00;0.00; 0; 0.00;7591487000025;M;AE;C113;2034-02;N;NO;4.00; 0.00;36;36; 2024-03-09;0
10272;ALCOHOL ISOP.70% ALVA 500; 133.95; 300; 0.00; 0.00;0.00; 0; 0.00;7591487000032;M;AE;M117;2034-09;N;NO;4.00; 0.00;24;24; 2024-03-09;0
14050;ALCOHOL YODA SPRAY XS30ML; 111.54; 71;0.00; 0.00;0.00; 0; 0.00;7594001450399;N;XS;17102242;2025-10;N;NO;4.00; 0.00;70;1;2024-04-03;0
DT440;ALCOHOL YODADO DT 60MLX12; 1290.74;4; 0.00; 0.00;0.00; 0; 0.00;17591616000343; C;100566;131303;2026-11;N;NO;4.00; 0.00;1; 1;2024-03-22;0
FS008;ALCOHOL YODADO FSI30ML.X6; 240.24; 16;0.00; 0.00;0.00; 0; 0.00;7592368000332;N;FS;0224035; 2026-02;N;NO;4.00; 0.00;24;1;2024-03-19;0
16895;ALDER CR.A.ESTRIAS 80GR.;221.71; 7; 0.00; 0.00;0.00; 0; 0.00;7591808526258;C;VT;2307301; 2026-07;N;NO;4.00; 0.00;12;1;2024-04-05;0
13183;ALDER GEL LIMP. SENSI 223; 225.95; 8; 0.00; 0.00;0.00; 0; 0.00;7591808526210;C;VT;2311301; 2026-11;N;NO;4.00; 0.00;12;1;2024-04-05;0
19159;ALENDRONATO S, ZZ70 X4TA;172.11; 31;0.00; 0.00;12.00;0; 0.00;8906159251961;M;100891;T3022; 2026-04;N;NO;4.00; 0.00;60;1;2024-04-02;0
LO139;ALERGOT SOL.OFT. 5CC.; 361.52; 370; 0.00; 0.00;0.00; 0; 0.00;7591196002693;M;LO;063006;2025-06;N;NO;4.00; 0.00;72;1;2024-03-19;0
19122;ALERPAT 0,2%SOL.OFT. 5ML.; 215.97; 275; 0.00; 0.00;5.00; 0; 0.00;7703763460854;M;100653;3316274; 2026-11;N;NO;4.00; 0.00;144; 1;1900-01-01;0
LO469;ALFADYN 0,20% SO.OFT.5ML.; 405.39; 1667;0.00; 0.00;0.00; 0; 0.00;7591196003430;M;LO;024801;2026-02;N;NO;4.00; 0.00;72;1;2024-03-19;0
19180;ALFLEXIL X60CA;342.80; 45;0.00; 0.00;0.00; 0; 0.00;676194900084; A;EM;45359; 2026-07;N;NO;4.00; 0.00;48;1;2024-04-02;0
15075;ALGIOL 2,5MG. X30CO; 184.60; 181; 0.00; 0.00;15.00;0; 0.00;7592803003959;M;ED;2311289; 2025-11;N;NO;4.00; 0.00;148; 1;2024-03-22;0
14981;ALGIOL 5MG. X30CO; 197.60; 290; 0.00; 0.00;0.00; 0; 0.00;7592803003973;M;ED;2311290; 2025-11;N;NO;4.00; 0.00;148; 1;2024-03-26;0
18428;ALGIOL HCT 5–6,25 X30CO; 314.60; 133; 0.00; 0.00;0.00; 0; 0.00;7592803004147;M;ED;2306084; 2025-06;N;NO;4.00; 0.00;148; 1;2024-04-04;0
11033;ALGODON ABS.MOTAS B.KX100; 52.00;346; 0.00; 0.00;5.00; 0; 0.00;813333012301; C;KH;230328;2028-04;N;NO;4.00; 0.00;50;1;2024-03-09;0
11518;ALGODON ABSORB. KX 454GR.; 195.00; 50;0.00; 0.00;5.00; 0; 0.00;813333012271; C;KH;21021303;2034-01;N;NO;4.00; 0.00;40;1;2024-03-26;0
11516;ALGODON ABSORB. KX 50GR.;41.60;106; 0.00; 0.00;5.00; 0; 0.00;813333012257; C;KH;21021301;2034-01;N;NO;4.00; 0.00;400; 1;2024-03-26;0
16901;ALGODON ALGOBAP 10GR.; 15.44;510; 0.00; 0.00;0.00; 0; 0.00;7593255000145;C;100591;1231177; 2028-11;N;NO;4.00; 0.00;100; 1;2024-03-27;0
11465;ALGODON ALGOBAP 25GR.; 26.33;581; 0.00; 0.00;0.00; 0; 0.00;7593255000152;C;100591;1231029; 2028-09;N;NO;4.00; 0.00;80;1;2024-03-26;0
11466;ALGODON ALGOBAP 50GR.; 43.29;675; 0.00; 0.00;0.00; 0; 0.00;7593255000169;C;100591;1231029; 2028-09;N;NO;4.00; 0.00;40;1;2024-03-13;0
AL135;ALGODON ALVE 100GR.; 286.43; 103; 0.00; 0.00;0.00; 0; 0.00;7591442000077;C;AL;20ABR2301G;2028-04;N;NO;4.00; 0.00;20;1;2024-04-04;0
AL120;ALGODON ALVE 10GR.;33.90;906; 0.00; 0.00;0.00; 0; 0.00;7591442000046;C;AL;112023;2028-11;N;NO;4.00; 0.00;100; 1;2024-04-04;0
AL125;ALGODON ALVE 25GR.;74.53;663; 0.00; 0.00;0.00; 0; 0.00;7591442000053;C;AL;NOV2023; 2028-11;N;NO;4.00; 0.00;80;1;2024-04-04;0
AL130;ALGODON ALVE 50GR.;149.06; 157; 0.00; 0.00;0.00; 0; 0.00;7591442000060;C;AL;082023;2028-08;N;NO;4.00; 0.00;40;1;2024-03-13;0
AL160;ALGODON ALVE MB X100;168.87; 189; 0.00; 0.00;0.00; 0; 0.00;7591442000114;C;AL;AGOSTO2023;2028-08;N;NO;4.00; 0.00;18;1;2024-03-09;0
AL170;ALGODON ALVE MB X150;253.31; 54;0.00; 0.00;0.00; 0; 0.00;7591442000121;C;AL;OCT2022; 2027-10;N;NO;4.00; 0.00;12;1;2024-03-13;0
AL200;ALGODON ALVE MB X50; 84.44;303; 0.00; 0.00;0.00; 0; 0.00;7591442000107;C;AL;MAYO2023;2028-05;N;NO;4.00; 0.00;36;1;2024-03-09;0
12669;ALGODON ALVE ROLLO 250GR;563.11; 11;0.00; 0.00;0.00; 0; 0.00;7591442000084;C;AL;25ABR2301G;2028-04;N;NO;4.00; 0.00;30;1;2023-10-25;0
12670;ALGODON ALVE ROLLO 500GR;1125.25;6; 0.00; 0.00;0.00; 0; 0.00;7591442000091;C;AL;02MAR2202G;2027-03;N;NO;4.00; 0.00;20;1;2024-03-09;0
PO115;ALGOREN 10MG. X20TA; 114.40; 1027;0.00; 0.00;0.00; 0; 0.00;7592806133011;M;PO;310158;2028-10;N;NO;4.00; 0.00;120; 1;2024-03-14;0
PO120;ALGOREN 40MG. X20TA; 156.00; 1022;0.00; 0.00;8.00; 0; 0.00;7592806133028;M;PO;311180;2028-11;N;NO;4.00; 0.00;120; 1;2024-03-09;0
PA129;ALIPAL FORTE D/N X6CA; 120.90; 160; 0.00; 0.00;10.00;0; 0.00;7591243801620;M;PA;93733; 2025-06;N;NO;4.00; 0.00;48;1;2024-03-11;0
15345;ALIVAX FORTE 650 25B.X5CB; 1160.43;2; 0.00; 0.00;0.00; 0; 0.00;7592432000084;M;ZA;220204;2025-07;N;NO;4.00; 0.00;8; 1;2024-03-09;0
VP729;ALIVAX FORTE 650 X10C.BLA; 101.40; 42;0.00; 0.00;0.00; 0; 0.00;7592432010335;M;ZA;230054;2026-03;N;NO;4.00; 0.00;70;1;2024-03-26;0
LC309;ALIVET 4DIAS 8D-4N X12CO;127.44; 1902;0.00; 0.00;15.00;0; 0.00;7591585116000;M;LT;371; 2025-10;N;NO;4.00; 0.00;48;1;2024-03-12;0
LX310;ALIVET FA COMPR. X20;376.42; 206; 0.00; 0.00;0.00; 0; 0.00;7591585216601;M;LT;204; 2024-11;N;NO;4.00; 0.00;25;1;2024-03-09;0
17112;ALIVET GRAN.LIMON 10G.X6S; 195.33; 681; 0.00; 0.00;10.00;0; 0.00;7591585116178;M;LT;032; 2026-01;N;NO;4.00; 0.00;20;1;2024-03-12;0
GN203;ALIVET JBE.PED.125MG.120;163.51; 65;0.00; 0.00;0.00; 0; 0.00;7591585216755;M;GN;088; 2026-09;N;NO;4.00; 0.00;24;1;2024-03-13;0
LC424;ALIVETNOC FORTE GRAN.6SOB; 206.32; 533; 0.00; 0.00;10.00;0; 0.00;7591585116673;M;LT;088; 2025-06;N;NO;4.00; 0.00;20;1;2024-03-09;0
BY130;ALKA SELTZER X12TE;117.94; 1903;0.00; 0.00;0.00; 0; 0.00;7501008443033;M;100633;X25HJ4;2025-01;N;NO;4.00; 0.00;150; 2;2024-04-04;0
18074;ALL-DOVARI FORTE ROLL 90G; 94.90;60;0.00; 0.00;0.00; 0; 0.00;7597178000046;C;100652;17022301;2025-02;N;NO;4.00; 0.00;30;1;2024-02-26;0
